,city,max_temp,humidity,wind_speed,lat,lng,country,date
156,San Roque,81.43,69,6.91,36.2107,-5.3842,ES,1628685091
157,Cabo San Lucas,78.48,84,9.24,22.8909,-109.9124,MX,1628685091
158,São José da Coroa Grande,76.35,86,11.1,-8.8978,-35.1478,BR,1628685092
159,Ancud,38.73,87,6.51,-41.8697,-73.8203,CL,1628685093
160,Berlevåg,62.55,77,6.91,70.8578,29.0864,NO,1628685093
161,Saint George,78.98,46,4.0,37.1041,-113.5841,US,1628685094
162,Vestmannaeyjar,52.79,82,8.05,63.4427,-20.2734,IS,1628685094
163,Papetoai,72.99,77,8.28,-17.4961,-149.8729,PF,1628685095
164,Ketchikan,54.07,94,0.0,55.3422,-131.6461,US,1628684802
165,Norman Wells,48.24,93,3.44,65.282,-126.8329,CA,1628685096
166,Qaanaaq,44.38,82,8.88,77.484,-69.3632,GL,1628685097
167,Rawson,39.31,69,7.02,-43.3002,-65.1023,AR,1628685097
168,Leningradskiy,32.65,93,8.32,69.3833,178.4167,RU,1628685097
169,Samarai,78.87,89,16.02,-10.6167,150.6667,PG,1628685097
170,Novobirilyussy,76.69,69,1.88,56.9514,90.6661,RU,1628685098
171,Husavik,64.31,63,7.7,66.0449,-17.3389,IS,1628685098
172,Salalah,80.69,78,11.5,17.0151,54.0924,OM,1628685099
173,Ozernovskiy,52.3,81,6.31,51.5,156.5167,RU,1628685099
174,Seymchan,61.93,66,2.53,62.8833,152.4333,RU,1628685099
175,Deogarh,83.64,83,4.63,21.5333,84.7333,IN,1628685100
176,Vostok,51.46,89,4.25,46.4856,135.8833,RU,1628685100
177,Betioky,84.15,23,2.93,-23.7167,44.3833,MG,1628685101
178,Mehamn,62.51,87,11.05,71.0357,27.8492,NO,1628685101
179,San Rafael,40.64,35,9.71,-34.6177,-68.3301,AR,1628685102
180,Orlik,68.9,59,4.27,52.5178,99.825,RU,1628685102
181,Dzhebariki-Khaya,65.57,52,3.13,62.2167,135.8,RU,1628685103
182,Manbij,93.97,20,12.95,36.5281,37.9549,SY,1628685103
183,Lincoln,76.41,83,3.0,40.8,-96.667,US,1628684964
184,Bangassou,87.28,58,3.83,4.7413,22.8184,CF,1628685104
185,Bafra,76.78,93,13.2,41.5678,35.9069,TR,1628685104
186,Chokurdakh,60.91,55,9.8,70.6333,147.9167,RU,1628685105
187,Puerto Ayora,68.56,90,4.0,-0.7393,-90.3518,EC,1628685105
188,Mokhsogollokh,73.58,55,4.92,61.4681,128.9203,RU,1628685054
189,Arraial do Cabo,71.46,83,5.75,-22.9661,-42.0278,BR,1628685107
190,Siteki,72.52,31,11.36,-26.45,31.95,SZ,1628685108
191,Mayo,75.2,92,3.0,38.8876,-76.5119,US,1628685108
192,Port Blair,81.72,79,13.35,11.6667,92.75,IN,1628685109
193,Río Gallegos,35.65,64,10.36,-51.6226,-69.2181,AR,1628684890
194,Srīvardhan,83.37,79,7.61,18.0333,73.0167,IN,1628685109
195,Petropavlovsk-Kamchatskiy,48.79,87,2.24,53.0452,158.6483,RU,1628685110
196,Shimanovsk,61.65,79,3.2,52.0,127.7,RU,1628685110
197,Bārmer,95.88,37,18.1,25.75,71.3833,IN,1628685110
198,Mitú,72.36,90,1.05,1.1983,-70.1733,CO,1628685111
199,Villa Bruzual,74.89,89,1.45,9.3328,-69.1208,VE,1628685111
200,Mabaruma,77.85,94,2.17,8.2,-59.7833,GY,1628685111
201,Kiryat Gat,89.6,36,13.49,31.61,34.7642,IL,1628685111
202,Laguna,67.93,52,1.01,38.421,-121.4238,US,1628685112
203,Touros,76.1,63,15.12,-5.1989,-35.4608,BR,1628685112
204,Freeport,75.34,91,4.0,40.6576,-73.5832,US,1628685112
205,Iquique,57.24,73,2.66,-20.2208,-70.1431,CL,1628685113
206,Malanje,82.78,61,2.3,-9.5402,16.341,AO,1628685113
207,Marfino,68.61,94,8.95,55.7028,37.3822,RU,1628685114
208,Wahpeton,61.79,55,13.47,46.2652,-96.6059,US,1628685114
209,La Oroya,37.51,68,2.1,-11.5189,-75.8994,PE,1628685114
210,Khani,67.57,87,10.02,41.9563,42.9566,GE,1628685114
211,Constitución,43.74,65,3.58,-35.3333,-72.4167,CL,1628685115
212,Namatanai,79.41,81,6.26,-3.6667,152.4333,PG,1628685115
213,Vardø,66.18,72,18.41,70.3705,31.1107,NO,1628685115
214,Abu Dhabi,104.02,50,10.36,24.4667,54.3667,AE,1628684816
215,Olafsvik,57.06,73,5.91,64.8945,-23.7142,IS,1628685117
216,Tías,76.68,50,10.36,28.9611,-13.645,ES,1628685117
217,Benito Juarez,58.42,77,4.61,19.385,-99.165,MX,1628685118
218,Isla Vista,62.42,74,8.05,34.4133,-119.861,US,1628685118
219,Henties Bay,63.86,78,9.98,-22.116,14.2845,NA,1628685119
220,Preston,67.5,77,11.5,53.7667,-2.7167,GB,1628685006
221,Mt. Pleasant,78.85,95,3.0,32.7941,-79.8626,US,1628685120
222,Chute-aux-Outardes,62.58,94,10.36,49.1168,-68.399,CA,1628685120
223,Port Macquarie,55.36,77,9.26,-31.4333,152.9167,AU,1628685120
224,Qasigiannguit,46.65,93,5.82,68.8193,-51.1922,GL,1628685121
225,Binga,76.32,36,9.42,-17.6203,27.3414,ZW,1628685121
226,Nuuk,45.21,100,9.22,64.1835,-51.7216,GL,1628685123
227,Camacha,72.82,60,14.97,33.0833,-16.3333,PT,1628685123
228,Kensington,65.08,62,5.99,-33.9167,151.2167,AU,1628685124
229,Kribi,79.41,82,12.24,2.95,9.9167,CM,1628685124
230,Lebu,42.4,74,9.48,-37.6167,-73.65,CL,1628685125
231,Tonantins,74.68,83,1.83,-2.8731,-67.8022,BR,1628685125
232,Banja Luka,90.77,28,6.29,44.7758,17.1856,BA,1628685063
233,Lorengau,82.31,74,8.93,-2.0226,147.2712,PG,1628685127
234,Aranos,83.91,10,20.51,-24.1333,19.1167,NA,1628685128
235,Călăraşi,84.15,35,11.48,47.2544,28.3081,MD,1628685128
236,Hobart,47.82,70,5.01,-42.8794,147.3294,AU,1628685129
237,Inhambane,75.18,53,4.61,-23.865,35.3833,MZ,1628685130
238,Hasaki,77.4,83,8.28,35.7333,140.8333,JP,1628685131
239,Vila Velha,76.95,61,9.22,-20.3297,-40.2925,BR,1628685132
240,Kholmogory,68.11,93,5.14,64.2229,41.656,RU,1628685132
241,Bonoua,82.02,59,11.05,5.2741,-3.595,CI,1628685132
242,Yenotayevka,101.14,18,20.76,47.2456,47.0281,RU,1628685133
243,Chamba,81.28,87,1.7,32.5667,76.1333,IN,1628685133
244,Dingzhou,80.71,82,2.19,38.5131,114.9956,CN,1628685134
245,Vanimo,79.09,88,7.4,-2.6741,141.3028,PG,1628685135
246,Tynda,57.58,85,1.54,55.1667,124.7167,RU,1628685135
247,Vila Franca do Campo,75.61,68,7.34,37.7167,-25.4333,PT,1628685135
248,Mandalgovi,75.9,28,0.43,45.7625,106.2708,MN,1628685136
249,Lüderitz,61.54,70,14.74,-26.6481,15.1594,NA,1628685136
250,Warragul,49.95,96,8.01,-38.1667,145.9333,AU,1628685136
251,Saint-Philippe,72.18,84,7.63,-21.3585,55.7679,RE,1628685138
252,Praia,82.94,65,11.5,14.9215,-23.5087,CV,1628685138
253,Santa Maria da Boa Vista,76.19,41,14.7,-8.8078,-39.8256,BR,1628685138
254,Chumphon,71.71,92,5.26,10.3333,98.8333,TH,1628685139
255,Tura,78.1,96,6.46,25.5198,90.2201,IN,1628685139
256,Tafo,81.12,72,7.07,6.7345,-1.6127,GH,1628685140
257,Presov,75.97,58,6.76,49.1667,21.25,SK,1628685108
258,Liverpool,66.96,76,5.01,53.4106,-2.9779,GB,1628684841
259,Ciudad Bolivar,79.11,73,8.39,8.1222,-63.5497,VE,1628685141
260,Honiara,77.68,88,9.51,-9.4333,159.95,SB,1628685141
261,Vao,66.29,60,21.77,-22.6667,167.4833,NC,1628685141
262,Kamenka,98.6,18,18.21,51.3223,42.7678,RU,1628685142
263,Pachmarhi,75.22,83,4.21,22.4667,78.4333,IN,1628685142
264,Port-Cartier,65.82,96,4.88,50.0334,-66.8654,CA,1628685143
265,Coquimbo,49.73,87,5.75,-29.9533,-71.3436,CL,1628684999
266,Nyurba,68.52,63,3.11,63.2842,118.3319,RU,1628685143
267,Adrar,101.46,10,13.15,20.5022,-10.0711,MR,1628685143
268,Jamestown,70.99,97,4.0,42.097,-79.2353,US,1628685144
269,Kandrian,76.93,91,5.99,-6.2167,149.55,PG,1628685144
270,Duncan,73.58,83,5.75,34.5023,-97.9578,US,1628685144
271,Victor Harbor,52.23,76,13.27,-35.5667,138.6167,AU,1628685145
272,Rocha,42.96,68,7.67,-34.4833,-54.3333,UY,1628685145
273,Lata,70.27,25,9.24,40.1629,-8.3327,PT,1628685145
274,Altay,75.76,40,8.3,47.8667,88.1167,CN,1628685145
275,Siocon,80.04,86,3.96,7.7061,122.1353,PH,1628685146
276,Ghanzi,80.55,14,8.88,-21.5667,21.7833,BW,1628685146
277,Aktobe,86.09,32,11.18,50.2797,57.2072,KZ,1628685146
278,Iranshahr,111.54,10,4.61,27.2025,60.6848,IR,1628684988
279,Jérémie,82.26,69,9.69,18.65,-74.1167,HT,1628685148
280,Bethel,72.63,92,4.61,41.3712,-73.414,US,1628685149
281,Waipawa,44.29,89,4.29,-41.4122,175.5153,NZ,1628685150
282,Anadyr,46.9,71,15.66,64.75,177.4833,RU,1628685150
283,Okhotsk,56.28,87,4.97,59.3833,143.3,RU,1628685150
284,Szczytno,66.13,72,11.5,53.5626,20.9875,PL,1628685151
285,Chernyshevskiy,64.35,55,1.32,63.0128,112.4714,RU,1628685151
286,Sherbakul',60.48,96,10.85,54.6316,72.3963,RU,1628685151
287,Arvika,65.01,48,3.09,59.6553,12.5852,SE,1628685152
288,Hof,72.39,55,10.36,50.3167,11.9167,DE,1628685021
289,Begunitsy,73.69,49,2.53,59.5855,29.3176,RU,1628685153
290,Cidreira,52.47,62,12.19,-30.1811,-50.2056,BR,1628685153
291,Coyhaique,26.55,88,3.13,-45.5752,-72.0662,CL,1628685153
292,Iqaluit,42.53,81,10.36,63.7506,-68.5145,CA,1628685155
293,Hambantota,83.1,70,16.11,6.1241,81.1185,LK,1628685155
294,Xichang,72.3,90,2.86,27.8964,102.2634,CN,1628685156
295,Senneterre,71.82,92,7.63,48.3835,-77.2328,CA,1628685156
296,Warrington,67.5,74,1.01,53.3925,-2.5802,GB,1628685001
297,Columbus,75.99,91,6.91,39.9612,-82.9988,US,1628685010
298,Caravelas,76.03,58,2.89,-17.7125,-39.2481,BR,1628685157
299,Pompéu,73.6,28,3.06,-19.2244,-44.9353,BR,1628685157
300,Monrovia,76.77,78,11.18,6.3005,-10.7969,LR,1628685026
301,Longhua,80.46,94,1.61,23.6137,114.1919,CN,1628685158
302,Kachīry,66.76,70,11.72,53.0675,76.1036,KZ,1628685158
303,Abay,70.18,43,10.76,49.6311,72.8539,KZ,1628685158
304,Båtsfjord,62.67,76,8.9,70.6345,29.7185,NO,1628685159
305,Torbay,64.11,87,14.97,47.6666,-52.7314,CA,1628685160
306,Sobolevo,76.68,56,0.69,54.4299,31.8996,RU,1628685160
307,Broken Hill,54.75,62,12.66,-31.95,141.4333,AU,1628685161
308,San Vicente,52.63,66,5.79,-26.6167,-54.1333,AR,1628685161
309,Oranjemund,60.13,78,11.14,-28.55,16.4333,NA,1628685164
310,Gravdal,55.29,94,4.61,68.1214,13.5031,NO,1628685164
311,Inverness,62.58,87,1.99,57.4791,-4.224,GB,1628685165
312,Barra Patuca,76.33,85,3.4,15.8,-84.2833,HN,1628685165
313,Suntar,65.12,61,3.2,62.1444,117.6319,RU,1628685165
314,Comodoro Rivadavia,40.86,60,9.22,-45.8667,-67.5,AR,1628685166
315,City of San Pedro,81.19,79,3.44,14.35,121.0167,PH,1628685167
316,Afikpo,78.55,81,8.61,5.8931,7.9374,NG,1628685167
317,Dawson Creek,58.57,51,13.8,55.7666,-120.2362,CA,1628685168
318,Pacific Grove,58.05,92,1.01,36.6177,-121.9166,US,1628685168
319,Asău,79.95,48,1.79,46.4333,26.4,RO,1628685169
320,High Level,55.51,76,6.91,58.5169,-117.136,CA,1628684892
321,Sabha,104.29,10,20.31,27.0377,14.4283,LY,1628685169
322,Sivas Province,70.43,60,11.5,39.7916,37.0019,TR,1628685170
323,Dabeiba,73.69,99,0.22,7.0017,-76.2672,CO,1628685170
324,Raduzhny,63.12,49,13.67,62.0961,77.475,RU,1628685171
325,Srikakulam,88.3,69,9.15,18.3,83.9,IN,1628685171
326,Quatre Cocos,75.09,75,10.22,-20.2078,57.7625,MU,1628685171
327,Hualmay,61.18,77,5.59,-11.0964,-77.6139,PE,1628685172
328,Horten,69.8,67,7.0,59.4155,10.4853,NO,1628685172
329,Rybinsk,67.14,96,9.64,58.0446,38.8426,RU,1628685032
330,Ilulissat,46.42,87,5.75,69.2167,-51.1,GL,1628685173
331,Troitskoye,64.83,89,9.26,52.9821,84.6757,RU,1628685173
332,Houma,77.5,90,0.0,29.5958,-90.7195,US,1628685173
333,Cheyenne,57.97,23,9.22,41.14,-104.8203,US,1628685174
334,Fredericksburg,74.66,90,0.0,38.3032,-77.4605,US,1628685174
335,Tairua,51.1,91,8.77,-37.0167,175.85,NZ,1628685175
336,Tazovsky,52.3,66,13.47,67.4667,78.7,RU,1628685175
337,Campo Maior,87.24,38,9.86,-4.8278,-42.1686,BR,1628685176
338,Florø,64.36,72,6.91,61.5996,5.0328,NO,1628685176
339,Staroutkinsk,68.72,46,7.85,57.2302,59.3348,RU,1628685176
340,Whitehorse,50.77,66,5.75,60.7161,-135.0538,CA,1628685177
341,Poso,77.81,89,4.7,-1.3959,120.7524,ID,1628685177
342,Grand Forks,56.75,82,6.91,47.9417,-97.4337,US,1628685177
343,Innisfail,66.13,94,5.17,-17.5333,146.0333,AU,1628685178
344,Tual,81.16,85,19.55,-5.6667,132.75,ID,1628685179
345,Mikhaylov,70.92,70,9.51,54.2292,39.0186,RU,1628685179
346,Stillwater,79.12,71,3.0,36.1156,-97.0584,US,1628685179
347,Huitziltepec,59.95,94,2.01,17.8167,-99.4667,MX,1628685180
348,Menzel Kamel,101.66,29,13.8,35.6248,10.6673,TN,1628685180
349,Ratnagiri,82.35,81,7.7,16.9833,73.3,IN,1628685180
350,Haverfordwest,63.01,92,4.0,51.8017,-4.9691,GB,1628685181
351,Marsaxlokk,102.81,21,19.57,35.8419,14.5431,MT,1628685181
352,Casablanca,82.31,69,14.97,33.5928,-7.6192,MA,1628684978
353,Natal,77.22,94,10.36,-5.795,-35.2094,BR,1628685182
354,Xishan,85.89,91,1.86,27.6667,113.5,CN,1628685182
355,Saint-Joseph,71.35,84,7.45,-21.3667,55.6167,RE,1628685182
356,Sakaiminato,75.18,94,3.44,35.55,133.2333,JP,1628685182
357,Kimbe,75.51,91,4.61,-5.5502,150.1429,PG,1628685183
358,Felanitx,94.08,49,10.96,39.4696,3.1483,ES,1628685001
359,Puerto Colombia,80.69,80,14.05,10.9878,-74.9547,CO,1628685183
360,Palana,47.86,79,6.67,59.1167,159.9667,RU,1628685183
361,Ahome,79.09,95,1.01,25.9167,-109.1833,MX,1628685184
362,Saint-Augustin,58.91,91,18.63,51.226,-58.6502,CA,1628685184
363,Naryan-Mar,71.55,50,8.3,67.6713,53.087,RU,1628685185
364,Ixtapa,76.23,94,5.75,20.7,-105.2,MX,1628685185
365,Tilichiki,51.46,73,5.3,60.4667,166.1,RU,1628685186
366,Deputatsky,66.18,66,12.15,69.3,139.9,RU,1628685186
